Request_ID,Timestamp,Priority,Category
REQ0361,"17/03/2024 09:58:20",Medium,General
REQ0362,"25/03/2024 15:59:32",Low,Technical
REQ0363,"Thu, 11 Jan 2024 06:27:20 GMT",Low,Billing
REQ0364,"2024-01-06T10:43:36",High,Billing
REQ0365,"11/03/2024 21:32:53",Medium,Billing
REQ0366,"04/01/2024 14:27:28",Medium,Billing
REQ0367,"24 Jan 2024, 12:10",Medium,Technical
REQ0368,"27 Mar 2024, 15:23",Low,General
REQ0369,"Mon, 12 Feb 2024 22:17:48 GMT",Low,Billing
REQ0370,"10 Jan 2024, 19:13",Medium,General
REQ0371,"11 Jan 2024, 10:04",High,Technical
REQ0372,"Tue, 13 Feb 2024 23:54:29 GMT",Low,General
REQ0373,"16/01/2024 06:11:50",Medium,Billing
REQ0374,"2024-01-04T10:39:16",Low,Billing
REQ0375,"2024-01-12T03:39:54",High,Billing
REQ0376,"Mon, 01 Jan 2024 09:34:38 GMT",High,General
REQ0377,"2024-03-11T11:25:19",Medium,Billing
REQ0378,"2 Feb 2024, 19:55",Medium,General
REQ0379,"2024-03-08T06:07:11",Low,Technical
REQ0380,"Tue, 05 Mar 2024 05:27:43 GMT",High,Billing
REQ0381,"18/03/2024 15:47:50",Medium,Technical
REQ0382,"Tue, 16 Jan 2024 10:34:57 GMT",High,Billing
REQ0383,"2024-02-28T04:40:28",Low,Technical
REQ0384,"08/02/2024 20:59:21",Medium,General
REQ0385,"2024-01-16T11:03:25",Medium,Billing
REQ0386,"2024-01-11T03:40:09",High,General
REQ0387,"15/01/2024 02:33:32",High,Technical
REQ0388,"2024-03-23T06:08:30",Low,Billing
REQ0389,"25 Mar 2024, 09:34",Low,General
REQ0390,"18/03/2024 13:00:30",Low,Technical
REQ0391,"Mon, 05 Feb 2024 10:47:41 GMT",High,General
REQ0392,"Wed, 13 Mar 2024 03:58:17 GMT",High,General
REQ0393,"4 Jan 2024, 22:34",Medium,General
REQ0394,"Tue, 23 Jan 2024 11:18:44 GMT",Low,Billing
REQ0395,"27 Jan 2024, 22:50",Medium,Technical
REQ0396,"Thu, 04 Jan 2024 09:26:33 GMT",High,General
REQ0397,"Tue, 06 Feb 2024 05:23:35 GMT",High,Technical
REQ0398,"14/01/2024 00:39:52",Medium,General
REQ0399,"2024-01-22T03:00:55",High,Technical
REQ0400,"Mon, 26 Feb 2024 09:17:14 GMT",Medium,Technical
REQ0401,"2024-03-27T13:10:54",High,Billing
REQ0402,"2024-01-26T08:37:20",High,General
REQ0403,"Mon, 04 Mar 2024 09:26:43 GMT",High,Billing
REQ0404,"Thu, 29 Feb 2024 05:21:41 GMT",Medium,Billing
REQ0405,"22/03/2024 15:59:16",Medium,Technical
REQ0406,"Tue, 12 Mar 2024 09:26:21 GMT",High,Technical
REQ0407,"2024-01-25T22:15:28",High,Technical
REQ0408,"19/03/2024 16:10:13",Medium,General
REQ0409,"19 Mar 2024, 02:33",Low,General
REQ0410,"13/02/2024 06:42:32",Medium,General
REQ0411,"Thu, 08 Feb 2024 03:35:05 GMT",High,Technical
REQ0412,"Tue, 27 Feb 2024 10:02:54 GMT",Low,Billing
REQ0413,"3 Feb 2024, 14:29",Low,General
REQ0414,"Mon, 12 Feb 2024 04:54:59 GMT",Medium,Technical
REQ0415,"Thu, 29 Feb 2024 22:45:42 GMT",High,Technical
REQ0416,"Fri, 01 Mar 2024 09:21:56 GMT",Low,General
REQ0417,"Tue, 30 Jan 2024 20:54:28 GMT",High,Billing
REQ0418,"2024-02-27T04:28:13",Medium,Technical
REQ0419,"2024-03-12T11:08:12",Low,General
REQ0420,"6 Feb 2024, 16:05",High,Technical
REQ0421,"Sun, 31 Dec 2023 18:42:06 GMT",Low,Technical
REQ0422,"Tue, 19 Mar 2024 06:19:18 GMT",Medium,Technical
REQ0423,"11/03/2024 22:18:44",High,Billing
REQ0424,"Thu, 21 Mar 2024 08:22:04 GMT",Medium,General
REQ0425,"2024-03-01T09:20:20",Low,General
REQ0426,"2024-03-22T10:12:29",High,General
REQ0427,"Sun, 17 Mar 2024 11:19:29 GMT",Low,Billing
REQ0428,"18/01/2024 16:13:00",Low,Billing
REQ0429,"Tue, 19 Mar 2024 13:27:40 GMT",High,General
REQ0430,"Tue, 13 Feb 2024 09:24:32 GMT",Low,Billing
REQ0431,"6 Feb 2024, 17:55",Low,Billing
REQ0432,"20 Mar 2024, 16:14",High,General
REQ0433,"2024-03-26T02:16:57",High,Billing
REQ0434,"06/03/2024 14:56:12",Low,General
REQ0435,"1 Jan 2024, 15:59",Medium,Billing
REQ0436,"Mon, 25 Mar 2024 04:08:31 GMT",High,Billing
REQ0437,"25/03/2024 02:28:00",High,General
REQ0438,"11 Feb 2024, 16:57",Low,Billing
REQ0439,"Wed, 21 Feb 2024 09:13:57 GMT",High,General
REQ0440,"02/02/2024 07:49:05",Low,General
REQ0441,"13/02/2024 15:08:32",Medium,General
REQ0442,"12/01/2024 14:11:51",Medium,Billing
REQ0443,"Fri, 02 Feb 2024 14:13:35 GMT",Low,General
REQ0444,"2024-02-02T04:12:21",High,General
REQ0445,"19 Mar 2024, 15:51",Low,General
REQ0446,"08/03/2024 10:51:08",Low,Billing
REQ0447,"27/02/2024 09:31:30",Medium,General
REQ0448,"Wed, 14 Feb 2024 06:09:48 GMT",High,Technical
REQ0449,"14/02/2024 14:28:21",Low,Billing
REQ0450,"2024-01-07T04:04:20",Low,Technical
REQ0451,"12/03/2024 17:30:46",High,Billing
REQ0452,"Thu, 08 Feb 2024 03:38:01 GMT",Medium,Billing
REQ0453,"2024-03-30T17:00:33",Medium,Billing
REQ0454,"2024-02-18T18:35:01",Low,Technical
REQ0455,"27 Mar 2024, 11:44",Low,Technical
REQ0456,"Thu, 21 Mar 2024 02:41:39 GMT",Low,Technical
REQ0457,"Tue, 23 Jan 2024 11:15:19 GMT",Medium,Billing
REQ0458,"11/01/2024 16:27:42",Medium,Technical
REQ0459,"2024-02-27T10:08:36",High,Technical
REQ0460,"20 Mar 2024, 14:21",Medium,General
REQ0461,"2024-03-12T09:17:40",High,Billing
REQ0462,"2024-01-15T03:49:33",Medium,Technical
REQ0463,"03/01/2024 18:48:44",Medium,Technical
REQ0464,"2024-02-14T11:15:48",Low,Billing
REQ0465,"Fri, 02 Feb 2024 15:29:50 GMT",Medium,Billing
REQ0466,"2024-01-16T12:50:37",Low,Technical
REQ0467,"Wed, 14 Feb 2024 03:28:59 GMT",Medium,Billing
REQ0468,"6 Mar 2024, 10:24",Medium,General
REQ0469,"Tue, 02 Jan 2024 01:48:18 GMT",Medium,General
REQ0470,"23/01/2024 11:46:09",High,Technical
REQ0471,"12/01/2024 10:14:14",Medium,Technical
REQ0472,"Mon, 08 Jan 2024 09:32:00 GMT",Low,Billing
REQ0473,"9 Feb 2024, 20:33",Medium,Billing
REQ0474,"2024-02-25T23:22:37",Medium,Technical
REQ0475,"14/02/2024 09:44:17",Medium,Technical
REQ0476,"29/02/2024 14:25:48",High,Technical
REQ0477,"Wed, 17 Jan 2024 04:15:19 GMT",Medium,Technical
REQ0478,"2024-01-02T03:37:09",High,Billing
REQ0479,"Tue, 06 Feb 2024 09:50:52 GMT",Low,Billing
REQ0480,"2024-01-21T01:50:54",Medium,General
REQ0481,"Fri, 08 Mar 2024 04:56:38 GMT",Low,General
REQ0482,"2024-02-01T01:13:57",Low,General
REQ0483,"Fri, 22 Mar 2024 10:16:30 GMT",Medium,Technical
REQ0484,"Thu, 11 Jan 2024 03:41:50 GMT",Low,Technical
REQ0485,"2024-03-07T09:02:30",Low,Technical
REQ0486,"25/03/2024 10:24:00",Medium,Technical
REQ0487,"Tue, 02 Jan 2024 04:36:41 GMT",Low,Billing
REQ0488,"19/01/2024 10:32:51",Low,General
REQ0489,"Fri, 01 Mar 2024 07:24:02 GMT",Low,General
REQ0490,"15 Feb 2024, 14:17",Low,Billing
REQ0491,"2024-03-21T23:48:58",Medium,Billing
REQ0492,"2024-03-22T11:12:08",Low,Billing
REQ0493,"Sun, 11 Feb 2024 21:09:23 GMT",Low,Technical
REQ0494,"2 Feb 2024, 14:06",Medium,Technical
REQ0495,"12/03/2024 11:04:39",Low,Technical
REQ0496,"7 Feb 2024, 16:12",Low,Billing
REQ0497,"2024-02-17T05:46:59",Medium,Billing
REQ0498,"24 Jan 2024, 00:39",Medium,Technical
REQ0499,"11 Mar 2024, 09:20",Medium,Billing
REQ0500,"Wed, 20 Mar 2024 10:58:22 GMT",High,Technical
REQ0501,"Thu, 29 Feb 2024 18:53:26 GMT",Medium,Technical
REQ0502,"2024-01-11T05:06:01",Medium,Technical
REQ0503,"27 Feb 2024, 09:53",High,Technical
REQ0504,"Mon, 18 Mar 2024 00:20:20 GMT",Medium,Technical
REQ0505,"Fri, 01 Mar 2024 09:36:58 GMT",High,Technical
REQ0506,"16/02/2024 15:17:04",Low,General
REQ0507,"18/01/2024 15:28:01",Low,Billing
REQ0508,"Mon, 19 Feb 2024 09:23:41 GMT",Low,Technical
REQ0509,"2 Feb 2024, 16:45",High,Billing
REQ0510,"2024-02-29T04:08:05",Medium,Technical
REQ0511,"2024-01-03T22:29:55",Low,Billing
REQ0512,"Sun, 04 Feb 2024 05:37:15 GMT",Medium,Technical
REQ0513,"2024-01-13T09:47:38",High,Billing
REQ0514,"08/03/2024 18:32:11",Low,Technical
REQ0515,"2024-03-13T02:57:05",Low,Billing
REQ0516,"2024-03-20T17:58:46",Low,Billing
REQ0517,"2024-01-16T05:21:15",High,Technical
REQ0518,"2024-02-12T16:04:29",High,Billing
REQ0519,"13 Mar 2024, 11:28",High,General
REQ0520,"7 Mar 2024, 10:48",Low,General
REQ0521,"Tue, 30 Jan 2024 09:24:17 GMT",Medium,General
REQ0522,"19 Mar 2024, 07:41",Low,Technical
REQ0523,"2024-02-16T16:07:40",High,Billing
REQ0524,"Mon, 25 Mar 2024 18:30:31 GMT",Medium,Billing
REQ0525,"Fri, 05 Jan 2024 02:43:20 GMT",Low,General
REQ0526,"23/01/2024 11:20:40",Medium,Technical
REQ0527,"2024-03-21T18:53:08",Low,Billing
REQ0528,"22 Mar 2024, 16:58",Low,Technical
REQ0529,"2024-02-25T04:36:15",Medium,Billing
REQ0530,"2024-01-23T05:05:44",Low,Technical
REQ0531,"2024-01-08T06:18:29",Medium,Billing
REQ0532,"Sat, 03 Feb 2024 10:49:51 GMT",Medium,Billing
REQ0533,"2024-01-15T11:11:35",High,General
REQ0534,"2024-01-18T09:45:24",Medium,Technical
REQ0535,"31 Jan 2024, 15:01",Medium,Billing
REQ0536,"6 Mar 2024, 03:48",High,General
REQ0537,"2024-01-04T05:38:30",Low,General
REQ0538,"Fri, 12 Jan 2024 06:24:12 GMT",High,Billing
REQ0539,"2024-01-05T04:09:30",Medium,General
REQ0540,"Fri, 09 Feb 2024 09:38:38 GMT",Low,Billing
REQ0541,"2024-03-17T05:09:17",High,Billing
REQ0542,"2024-03-15T10:38:00",Low,General
REQ0543,"2024-01-09T05:21:24",Low,General
REQ0544,"25/03/2024 15:31:01",Medium,Technical
REQ0545,"Mon, 29 Jan 2024 06:24:53 GMT",Medium,Billing
REQ0546,"Fri, 01 Mar 2024 06:31:40 GMT",High,General
REQ0547,"2024-01-26T06:27:55",Medium,General
REQ0548,"Fri, 05 Jan 2024 09:48:19 GMT",Low,Technical
REQ0549,"20 Feb 2024, 14:36",High,Technical
REQ0550,"Tue, 27 Feb 2024 06:22:00 GMT",Low,Billing
REQ0551,"9 Jan 2024, 05:51",High,General
REQ0552,"15 Mar 2024, 18:57",Medium,Billing
REQ0553,"26/03/2024 17:08:56",Low,Technical
REQ0554,"2024-03-17T11:01:28",Low,Billing
REQ0555,"5 Feb 2024, 15:06",Low,Billing
REQ0556,"2024-01-04T21:57:54",High,General
REQ0557,"Mon, 22 Jan 2024 05:18:51 GMT",Medium,General
REQ0558,"2024-03-07T03:57:48",Low,General
REQ0559,"15/02/2024 16:23:15",High,General
REQ0560,"2024-03-22T03:50:41",Medium,Billing
REQ0561,"Wed, 06 Mar 2024 09:39:24 GMT",Low,Billing
REQ0562,"13/03/2024 02:52:40",High,Billing
REQ0563,"13 Feb 2024, 15:52",Low,Billing
REQ0564,"2024-01-11T08:36:24",High,Technical
REQ0565,"2024-03-29T06:19:15",High,General
REQ0566,"2024-01-30T09:00:56",High,Billing
REQ0567,"2024-02-08T11:03:55",Low,Billing
REQ0568,"26/01/2024 14:56:50",High,Technical
REQ0569,"2024-03-22T04:20:42",Medium,Billing
REQ0570,"27 Mar 2024, 09:22",Medium,General
REQ0571,"2024-02-06T11:23:45",High,General
REQ0572,"04/03/2024 04:13:55",High,Technical
REQ0573,"15/03/2024 10:34:59",Medium,Technical
REQ0574,"2024-03-21T22:59:01",High,Billing
REQ0575,"Mon, 15 Jan 2024 04:14:47 GMT",Low,General
REQ0576,"2024-02-17T21:24:33",Medium,Technical
REQ0577,"19 Feb 2024, 16:19",Low,General
REQ0578,"Wed, 31 Jan 2024 08:43:40 GMT",Medium,Billing
REQ0579,"2024-01-31T12:47:42",High,Billing
REQ0580,"2024-03-21T05:43:16",High,General
REQ0581,"2024-01-09T08:53:44",High,Billing
REQ0582,"01/02/2024 05:18:34",Low,General
REQ0583,"02/01/2024 16:36:45",Low,Technical
REQ0584,"24/01/2024 00:06:55",Medium,General
REQ0585,"2024-01-16T11:09:39",Low,Billing
REQ0586,"13/02/2024 10:28:09",High,General
REQ0587,"10 Jan 2024, 14:11",Low,Technical
REQ0588,"12/02/2024 20:39:04",Medium,General
REQ0589,"2024-01-08T09:45:21",Low,General
REQ0590,"2024-02-12T00:22:22",High,General
REQ0591,"16/02/2024 17:06:57",High,General
REQ0592,"11/01/2024 09:35:45",Low,Technical
REQ0593,"2024-03-27T04:36:55",High,General
REQ0594,"Thu, 15 Feb 2024 06:06:49 GMT",Low,General
REQ0595,"29/03/2024 10:19:41",High,Technical
REQ0596,"Tue, 27 Feb 2024 21:41:07 GMT",Low,Billing
REQ0597,"2024-02-05T09:07:36",High,Billing
REQ0598,"2024-01-18T00:04:30",Medium,Billing
REQ0599,"Tue, 12 Mar 2024 02:10:13 GMT",High,Technical
REQ0600,"13/02/2024 15:05:25",Medium,Billing
REQ0601,"2024-02-26T10:33:21",Low,General
REQ0602,"Mon, 01 Jan 2024 04:47:14 GMT",High,Billing
REQ0603,"Wed, 24 Jan 2024 10:49:38 GMT",Medium,Billing
REQ0604,"Tue, 30 Jan 2024 01:47:09 GMT",High,Technical
REQ0605,"2024-02-05T05:05:48",Low,General
REQ0606,"23/01/2024 04:51:26",Medium,General
REQ0607,"6 Feb 2024, 01:31",Low,Technical
REQ0608,"2024-02-29T18:17:36",Medium,Billing
REQ0609,"23/02/2024 11:02:00",High,Billing
REQ0610,"2024-03-02T03:27:30",Medium,General
REQ0611,"5 Jan 2024, 11:09",Medium,Billing
REQ0612,"10/01/2024 19:39:36",Low,General
REQ0613,"2024-02-13T05:48:38",Medium,Billing
REQ0614,"2024-02-28T08:49:53",Medium,Billing
REQ0615,"08/02/2024 15:27:52",High,Billing
REQ0616,"Tue, 09 Jan 2024 08:43:13 GMT",High,General
REQ0617,"2024-01-19T14:01:25",High,General
REQ0618,"Thu, 11 Jan 2024 14:23:08 GMT",High,Technical
REQ0619,"2024-03-14T04:46:45",Medium,General
REQ0620,"2024-03-24T09:31:29",Low,Billing
REQ0621,"09/02/2024 16:28:51",Low,Billing
REQ0622,"7 Feb 2024, 08:36",Low,Billing
REQ0623,"Wed, 27 Mar 2024 14:55:41 GMT",Medium,Billing
REQ0624,"01/02/2024 19:12:51",Medium,General
REQ0625,"Mon, 15 Jan 2024 12:25:56 GMT",Low,Billing
REQ0626,"5 Mar 2024, 15:48",Low,General
REQ0627,"2024-02-09T09:09:14",Low,Technical
REQ0628,"Tue, 09 Jan 2024 02:22:40 GMT",Low,General
REQ0629,"2024-02-28T14:18:46",Low,General
REQ0630,"Sat, 13 Jan 2024 11:50:34 GMT",Medium,General
REQ0631,"Fri, 19 Jan 2024 02:42:51 GMT",Low,Billing
REQ0632,"Thu, 15 Feb 2024 09:49:26 GMT",Medium,Technical
REQ0633,"Sun, 03 Mar 2024 15:55:11 GMT",High,Billing
REQ0634,"11/01/2024 09:08:54",Low,Technical
REQ0635,"2024-01-31T23:51:38",Low,General
REQ0636,"Fri, 29 Mar 2024 05:46:39 GMT",Medium,Billing
REQ0637,"Fri, 26 Jan 2024 11:15:26 GMT",High,Technical
REQ0638,"2024-01-24T10:12:20",High,Technical
REQ0639,"18 Mar 2024, 16:53",Medium,Billing
REQ0640,"14/02/2024 13:54:08",Medium,General
REQ0641,"2024-03-21T09:22:50",High,Billing
REQ0642,"12/01/2024 10:14:25",Low,General
REQ0643,"2024-03-18T09:42:19",Medium,Technical
REQ0644,"03/01/2024 10:06:54",Low,Technical
REQ0645,"2024-03-09T17:19:33",Low,Technical
REQ0646,"2024-02-08T17:57:11",Medium,Technical
REQ0647,"04/01/2024 11:39:47",Low,Technical
REQ0648,"Mon, 08 Jan 2024 05:55:07 GMT",Medium,Billing
REQ0649,"2024-03-01T14:29:28",Low,Technical
REQ0650,"26 Mar 2024, 03:13",Low,General
REQ0651,"08/02/2024 10:23:01",Medium,Technical
REQ0652,"2024-03-05T20:35:13",Low,Technical
REQ0653,"Tue, 13 Feb 2024 02:29:12 GMT",High,General
REQ0654,"Tue, 16 Jan 2024 10:42:16 GMT",Medium,Technical
REQ0655,"2024-01-31T00:41:06",Medium,Billing
REQ0656,"Wed, 27 Mar 2024 04:18:48 GMT",Low,General
REQ0657,"23/01/2024 17:03:15",Medium,Billing
REQ0658,"26 Feb 2024, 11:50",High,General
REQ0659,"11 Mar 2024, 11:51",Low,Technical
REQ0660,"9 Jan 2024, 05:29",High,General
REQ0661,"16/02/2024 13:26:40",High,Technical
REQ0662,"Mon, 15 Jan 2024 05:28:54 GMT",Medium,General
REQ0663,"Wed, 27 Mar 2024 14:16:50 GMT",Low,Technical
REQ0664,"2024-03-27T23:12:57",High,Technical
REQ0665,"Wed, 03 Jan 2024 15:28:46 GMT",Medium,General
REQ0666,"24 Feb 2024, 10:33",Low,Technical
REQ0667,"Fri, 23 Feb 2024 09:57:25 GMT",Medium,General
REQ0668,"Tue, 30 Jan 2024 09:40:53 GMT",Low,General
REQ0669,"2024-03-15T06:28:53",Low,General
REQ0670,"Sun, 10 Mar 2024 04:11:05 GMT",High,General
REQ0671,"2024-03-17T06:14:04",High,Technical
REQ0672,"Mon, 15 Jan 2024 16:50:52 GMT",Low,General
REQ0673,"2024-01-15T09:40:16",Medium,General
REQ0674,"Tue, 20 Feb 2024 04:01:10 GMT",Medium,Technical
REQ0675,"23 Jan 2024, 10:41",High,Technical
REQ0676,"22/01/2024 16:53:58",High,General
REQ0677,"21/02/2024 16:39:12",Low,Billing
REQ0678,"2024-01-04T11:05:33",High,General
REQ0679,"Tue, 23 Jan 2024 02:48:39 GMT",High,Billing
REQ0680,"Thu, 21 Mar 2024 04:31:00 GMT",High,Billing
REQ0681,"Thu, 22 Feb 2024 05:05:26 GMT",High,General
REQ0682,"20/02/2024 09:26:23",Low,General
REQ0683,"Sun, 17 Mar 2024 11:13:02 GMT",High,Technical
REQ0684,"Sun, 24 Mar 2024 08:42:54 GMT",Medium,Technical
REQ0685,"2024-02-02T05:45:56",Medium,Technical
REQ0686,"21 Mar 2024, 10:02",Low,General
REQ0687,"2024-02-29T04:55:17",Medium,Technical
REQ0688,"Fri, 23 Feb 2024 11:17:59 GMT",High,Billing
REQ0689,"26 Feb 2024, 09:01",Medium,Technical
REQ0690,"2024-03-08T10:57:14",Low,Billing
REQ0691,"12/02/2024 14:25:58",Medium,General
REQ0692,"15 Mar 2024, 14:58",High,Billing
REQ0693,"23/01/2024 14:55:58",Low,Technical
REQ0694,"11/01/2024 21:31:08",Low,Technical
REQ0695,"19/01/2024 10:14:23",Medium,Billing
REQ0696,"Thu, 15 Feb 2024 06:28:16 GMT",High,General
REQ0697,"28/02/2024 12:01:01",Medium,Technical
REQ0698,"Tue, 20 Feb 2024 05:06:34 GMT",High,Billing
REQ0699,"2024-03-07T03:40:03",Medium,Technical
REQ0700,"2024-02-12T15:11:42",High,Billing
REQ0701,"Tue, 23 Jan 2024 12:49:42 GMT",Medium,Technical
REQ0702,"20/02/2024 15:56:03",Medium,Billing
REQ0703,"Sat, 24 Feb 2024 17:15:47 GMT",Low,Technical
REQ0704,"2024-01-27T08:59:42",High,Technical
REQ0705,"28/02/2024 09:24:10",Low,Billing
REQ0706,"9 Jan 2024, 11:53",Medium,Billing
REQ0707,"7 Feb 2024, 09:25",Medium,Billing
REQ0708,"02/02/2024 15:11:22",Low,Billing
REQ0709,"2024-03-06T05:48:10",High,Billing
REQ0710,"2024-03-21T08:44:34",High,Billing
REQ0711,"2024-01-24T05:33:42",High,Technical
REQ0712,"08/03/2024 11:30:02",High,Technical
REQ0713,"Tue, 27 Feb 2024 13:25:24 GMT",Medium,General
REQ0714,"Tue, 05 Mar 2024 05:04:59 GMT",Medium,Technical
REQ0715,"2024-02-29T10:09:19",High,Technical
REQ0716,"30 Jan 2024, 07:38",Low,Technical
REQ0717,"Thu, 28 Mar 2024 11:11:54 GMT",Medium,Billing
REQ0718,"Sun, 21 Jan 2024 23:32:55 GMT",High,Technical
REQ0719,"19/01/2024 15:49:53",Medium,Technical
REQ0720,"15 Feb 2024, 05:09",Low,General
REQ0721,"22 Mar 2024, 16:52",High,General
REQ0722,"Mon, 11 Mar 2024 11:21:16 GMT",High,General
REQ0723,"Fri, 19 Jan 2024 08:53:15 GMT",Low,Billing
REQ0724,"2024-03-13T03:03:50",Low,Technical
REQ0725,"19/01/2024 11:46:18",Medium,Billing